2024-03-21 22:55:54.051 | INFO     | __main__:<module>:49 - Initializing at https://mainnet.nimble.technology:443
2024-03-21 22:56:15.995 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:16.254 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:16.529 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:16.792 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:17.060 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:17.583 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:17.843 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:18.127 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:18.398 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:18.670 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:18.937 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:19.192 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:19.486 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:19.749 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:20.009 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:20.303 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:20.567 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:20.856 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:21.130 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:21.406 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:21.684 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:21.949 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:22.208 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:22.472 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:22.740 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:23.002 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:23.262 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:23.540 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:23.803 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:24.059 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:24.571 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:24.839 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:25.107 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:25.363 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:25.627 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:25.880 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:26.140 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:26.409 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:26.673 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:26.931 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:27.196 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:27.460 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:27.724 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:27.987 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:28.252 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:28.518 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:28.786 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:29.039 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:29.301 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:29.566 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:29.829 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:30.089 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:30.352 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:30.614 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:30.877 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:31.389 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:31.657 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:31.917 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:32.175 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:32.429 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:32.684 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:32.943 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:33.200 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:33.463 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:33.739 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:34.011 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:34.296 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:34.562 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:34.833 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:35.097 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:35.355 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:35.609 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:35.873 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:36.135 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:36.389 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:36.652 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:36.923 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:37.185 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:37.450 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:37.717 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:37.984 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:38.248 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:38.514 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:38.988 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:39.254 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:39.523 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:39.787 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:40.054 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:40.320 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:40.581 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:40.838 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:41.098 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:41.362 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:41.645 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:41.906 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:42.181 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:42.453 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:42.714 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:42.987 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:43.255 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:43.516 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:43.794 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:44.062 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:44.334 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:44.596 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:44.854 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:45.121 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:45.385 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:45.895 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:46.161 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:46.440 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:46.706 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:46.972 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:47.237 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:47.514 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:47.780 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:48.064 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:48.331 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:48.590 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:48.843 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:49.103 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:49.363 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:49.622 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:49.886 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:50.156 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:50.424 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:50.687 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:50.961 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:51.228 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:51.503 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:51.771 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:52.031 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:52.290 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:52.802 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:53.071 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:53.342 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:53.613 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:53.887 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:54.165 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:54.447 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:54.716 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:54.984 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:55.247 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:55.524 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:55.817 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:56.095 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:56.370 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:56.644 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:56.914 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:57.180 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:57.450 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:57.717 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:57.974 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:58.236 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:58.504 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:58.761 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:59.027 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:59.290 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:59.711 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:56:59.980 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:00.247 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:00.520 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:00.796 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:01.052 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:01.316 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:01.583 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:01.847 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:02.109 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:02.371 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:02.659 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:02.924 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:03.192 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:03.463 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:03.728 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:03.995 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:04.253 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:04.515 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:04.779 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:05.037 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:05.305 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:05.567 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:05.831 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:06.097 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:06.525 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:06.795 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:07.062 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:07.319 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:07.584 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:07.859 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:08.122 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:08.387 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:08.651 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:08.909 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:09.182 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:09.453 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:09.719 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:09.987 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:10.264 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:10.522 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:10.780 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:11.038 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:11.301 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:11.574 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:11.848 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:12.138 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:12.404 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:12.674 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:12.948 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:13.415 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:13.681 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:13.942 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:14.220 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:14.481 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:14.743 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:15.007 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:15.272 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:15.545 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:15.808 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:16.073 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:16.338 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:16.598 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:16.851 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:17.130 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:17.387 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:17.648 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:17.912 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:18.170 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:18.423 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:18.682 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:18.946 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:19.206 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:19.470 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:19.732 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:19.993 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:20.254 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:20.513 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:20.984 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:21.242 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:21.508 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:21.768 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:22.027 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:22.283 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:22.546 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:22.817 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:23.093 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:23.362 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:23.629 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:23.888 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:24.148 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:24.406 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:24.670 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:24.933 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:25.196 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:25.464 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:25.724 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:25.995 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:26.260 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:26.520 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:26.779 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:27.041 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:27.298 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:27.752 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:28.015 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:28.276 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:28.538 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:28.798 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:29.074 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:29.343 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:29.611 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:29.870 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:30.129 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:30.387 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:30.649 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:30.906 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:31.175 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:31.436 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:31.697 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:31.970 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:32.232 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:32.496 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:32.772 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:33.029 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:33.284 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:33.549 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:33.806 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:34.067 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:34.501 | INFO     | __main__:tokenize_function:73 - Tokenizing task
2024-03-21 22:57:34.772 | INFO     | __main__:tokenize_function:73 - Tokenizing task
